Russian	Pronouncing	Farsi
имя	esm	ﻢﺳا
фамилия	nām-e xānevādegi	ﯽﮔداﻮﻧﺎﺧ مﺎﻧ
дата рождения	tārix-e tavallod	ﺪﻟﻮﺗ ﺦﯾرﺎﺗ
место рождения	mahall-e tavallod	ﺪﻟﻮﺗ ﻞﺤﻣ
национальность	melliyat	ﺖﯿﻠﻣ
место жительства	mahall-e sokunat	ﺖﻧﻮﮑﺳ ﻞﺤﻣ
страна	kešvar	رﻮﺸﮐ
профессия	šoql	ﻞﻐﺷ
пол (муж. или жен.)	jens	ﺲﻨﺟ
рост	qad	ﺪﻗ
вес	vazn	نزو
