Russian	Pronouncing	Farsi
зерно(собират.)	dāne	ﻪﻧاد
зерновые растения	qallāt	تﻼﻏ
колос	xuše	ﻪﺷﻮﺧ
пшеница	gandom	مﺪﻨﮔ
рожь	čāvdār	رادوﺎﭼ
овёс	jow-e sahrāyi	ﯽﯾاﺮﺤﺻ ﻮﺟ
просо	arzan	نزرا
ячмень	jow	ﻮﺟ
кукуруза	zorrat	ترذ
рис	berenj	ﺞﻧﺮﺑ
гречиха	gandom-e siyāh	هﺎﯿﺳ مﺪﻨﮔ
горох	noxod	دﻮﺨﻧ
фасоль	lubiyā qermez	ﺰﻣﺮﻗ ﺎﯿﺑﻮﻟ
соя	sowyā	ﺎﯾﻮﺳ
чечевица	adas	سﺪﻋ
бобы	lubiyā	ﺎﯿﺑﻮﻟ
