Russian	Pronouncing	Farsi
постельное бельё	raxt-e xāb	رﺧﺖ ﺧﻮاب
подушка	bālešt	ﺑﺎﻟﺸﺖ
наволочка	rubalešt	روﺑﺎﻟﺸﺖ
одеяло	patu	ﭘﺘﻮ
простыня	malāfe	ﻣﻼﻓﻪ
покрывало	rutaxti	روﺗﺨﺘﯽ
