Russian	Pronouncing	Farsi
одежда	lebās	سﺎﺒﻟ
верхняя одежда	lebās-e ru	ور سﺎﺒﻟ
зимняя одежда	lebās-e zemestāni	ﯽﻧﺎﺘﺴﻣز سﺎﺒﻟ
пальто	pāltow	ﻮﺘﻟﺎﭘ
шуба	pālto-ye pustin	ﻦﯿﺘﺳﻮﭘ یﻮﺘﻟﺎﭘ
полушубок	kot-e pustin	ﻦﯿﺘﺳﻮﭘ ﺖﮐ
пуховик	kāpšan	ﻦﺸﭘﺎﮐ
куртка (кожаная и т.п.)	kot	ﺖﮐ
плащ	bārāni	ﯽﻧارﺎﺑ
непромокаемый	zed-e āb	بآ ﺪﺿ
