Russian	Pronouncing	Farsi
я	man	ﻣﻦ
ты	to	ﺗﻮ
он, она, оно	u	او
мы	mā	ﻣﺎ
вы	šomā	ﺷﻤﺎ
они	ān-hā	آﻧﻬﺎ
