Russian	Pronouncing	Farsi
квартира	āpārtemān	آﭘﺎرﺗﻤﺎن
комната	otāq	اﺗﺎق
спальня	otāq-e xāb	اﺗﺎق ﺧﻮاب
столовая (комната)	otāq-e qazāxori	اﺗﺎق ﻏﺬاﺧﻮری
гостиная	mehmānxāne	ﻣﻬﻤﺎﻧﺨﺎﻧﻪ
кабинет	daftar	دﻓﺘﺮ
прихожая	tālār-e vorudi	ﺗﺎﻻر ورودی
ванная комната	hammām	ﺣﻤﺎم
туалет	tuālet	ﺗﻮاﻟﺖ
потолок	saqf	ﺳﻘﻒ
пол	kaf	ﮐﻒ
угол (комнаты)	guše	ﮔﻮﺷﻪ
