Russian	Pronouncing	Farsi
100 сто	sad	ﺪﺻ
200 двести	devist	ﺖﺴﯾود
300 триста	sisad	ﺪﺼﯿﺳ
400 четыреста	čāhārsad	ﺪﺻرﺎﻬﭼ
500 пятьсот	pānsad	ﺪﺼﻧﺎﭘ
600 шестьсот	šešsad	ﺪﺼﺸﺷ
700 семьсот	haftsad	ﺪﺼﺘﻔﻫ
800 восемьсот	haštsad	ﺪﺼﺘﺸﻫ
900 девятьсот	nohsad	ﺪﺼﻬﻧ
1000 тысяча	hezār	راﺰﻫ
2000 две тысячи	dohezār	راﺰﻫود
3000 три тысячи	se hezār	راﺰﻫ ﻪﺳ
10000 десять тысяч	dah hezār	راﺰﻫ هد
100000 сто тысяч	sad hezār	راﺰﻫ ﺪﺻ
миллион	milyun	نﻮﯿﻠﯿﻣ
миллиард	milyārd	درﺎﯿﻠﯿﻣ
