Russian	Pronouncing	Farsi
север	šomāl	ﺷﻤﺎل
на север	be šomāl	ﺑﻪ ﺷﻤﺎل
на севере	dar šomāl	در ﺷﻤﺎل
северный	šomāli	ﺷﻤﺎﻟﯽ
юг	jonub	ﺟﻨﻮب
на юг	be jonub	ﺑﻪ ﺟﻨﻮب
на юге	dar jonub	در ﺟﻨﻮب
южный	jonubi	ﺟﻨﻮﺑﯽ
запад	qarb	ﻏﺮب
на запад	be qarb	ﺑﻪ ﻏﺮب
на западе	dar qarb	در ﻏﺮب
западный	qarbi	ﻏﺮﺑﯽ
восток	šarq	ﺷﺮق
на восток	be šarq	ﺑﻪ ﺷﺮق
на востоке	dar šarq	در ﺷﺮق
восточный	šarqi	ﺷﺮﻗﯽ
