Russian	Pronouncing	Farsi
змея	mār	رﺎﻣ
ядовитый	sammi	ﯽﻤﺳ
гадюка	afʿi	ﯽﻌﻓا
кобра	kobrā	اﺮﺒﮐ
питон	mār-e pinton	نﻮﺘﯿﭘ رﺎﻣ
удав	mār-e bwa	اﻮﺑ رﺎﻣ
уж	mār-e čaman	ﻦﻤﭼ رﺎﻣ
гремучая змея	mār-e zangi	ﯽﮕﻧز رﺎﻣ
анаконда	mār-e ānākondā	اﺪﻧﻮﮐﺎﻧآ رﺎﻣ
ящерица	susmār	رﺎﻤﺳﻮﺳ
игуана	susmār-e deraxti	ﯽﺘﺧرد رﺎﻤﺳﻮﺳ
варан	bozmajje	ﻪﺠﻣﺰﺑ
саламандра	samandar	رﺪﻨﻤﺳ
хамелеон	āftāb-parast	ﺖﺳﺮﭘ بﺎﺘﻓآ
скорпион	aqrab	بﺮﻘﻋ
черепаха	lāk pošt	ﺖﺸﭘ کﻻ
лягушка	qurbāqe	ﻪﻏﺎﺑرﻮﻗ
жаба	vazaq	غزو
крокодил	temsāh	حﺎﺴﻤﺗ
