Russian	Pronouncing	Farsi
хищник	heyvān-e darande	ﺣﯿﻮان درﻧﺪه
тигр	bebar	ﺑﺒﺮ
лев	šir	ﺷﯿﺮ
волк	gorg	ﮔﺮگ
лиса	rubāh	روﺑﺎه
ягуар	jagvār	ﺟﮕﻮار
леопард	palang	ﭘﻠﻨﮓ
гепард	yuzpalang	ﯾﻮزﭘﻠﻨﮓ
пантера	palang-e siyāh	ﭘﻠﻨﮓ ﺳﯿﺎه
пума	yuzpalang	ﯾﻮزﭘﻠﻨﮓ
снежный барс	palang-e barfi	ﭘﻠﻨﮓ ﺑﺮﻓﯽ
рысь	siyāh guš	ﺳﯿﺎه ﮔﻮش
койот	gorg-e sahrāyi	ﮔﺮگ ﺻﺤﺮاﯾﻰ
шакал	šoqāl	ﺷﻐﺎل
гиена	kaftār	ﮐﻔﺘﺎر
