Russian	Pronouncing	Farsi
бельё (одежда)	lebās-e zir	ﺮﯾز سﺎﺒﻟ
трусы мужские	šort-e bākser	ﺮﺴﮐﺎﺑ ترﻮﺷ
женское бельё (трусики)	šort-e zanāne	ﻪﻧﺎﻧز ترﻮﺷ
майка	zir-e pirāhan-i	ﯽﻨﻫاﺮﯿﭘ ﺮﯾز
носки	jurāb	بارﻮﺟ
ночная рубашка	lebās-e xāb	باﻮﺧ سﺎﺒﻟ
бюстгальтер	sine-ye band	ﺪﻨﺑ ﻪﻨﯿﺳ
гольфы (носки)	sāq	قﺎﺳ
колготки	jurāb-e šalvāri	یراﻮﻠﺷ بارﻮﺟ
чулки	jurāb-e sāqeboland	ﺪﻨﻠﺑ ﻪﻗﺎﺳ بارﻮﺟ
купальник	māyo	ﻮﯾﺎﻣ
