обувь	kafš, ﮐﻔﺶ
ботинки	putin, ﭘﻮﺗﯿﻦ
туфли	kafš, ﮐﻔﺶ
сапоги	čakme, ﭼﮑﻤﻪ
тапочки	dampāyi, دﻣﭙﺎﯾﯽ
кроссовки	kafš katān-i, ﮐﻔﺶ ﮐﺘﺎﻧﻰ
кеды	kafš katān-i, ﮐﻔﺶ ﮐﺘﺎﻧﻰ
сандалии	sandal, ﺻﻨﺪل
сапожник	kaffāš, ﮐﻔﺎش
каблук	pāšne-ye kafš, ﭘﺎﺷﻨﮥ ﮐﻔﺶ
пара (обуви и т.п.)	yek joft, ﯾﮏ ﺟﻔﺖ
шнурок	band-e kafš, ﺑﻨﺪ ﮐﻔﺶ
шнуровать (ботинки)	band-e kafš bastan, ﺑﻨﺪ ﮐﻔﺶ ﺑﺴﺘﻦ
рожок (для обуви)	pāšne keš, ﭘﺎﺷﻨﻪ ﮐﺶ
крем для обуви	vāks, واﮐﺲ
